SW,MWCO,CA,ZP,Permeance,Rejection
1.345441067,300,59,-37.5,0.26,-0.061918879
1.287140341,300,59,-37.5,1.54,0.7
1.287140341,300,59,-37.5,1.54,0.55
1.287140341,300,59,-37.5,1.54,1
1.287140341,300,59,-37.5,1.54,0.14
1.287140341,300,59,-37.5,1.23,0.47
1.287140341,300,59,-37.5,1.23,0.92
1.287140341,300,59,-37.5,1.23,0.23
1.345441067,300,59,-37.5,0.26,0.649317239
1.287140341,300,59,-37.5,1.54,0.419252842
1.287140341,300,59,-37.5,1.54,0.59
1.287140341,300,59,-37.5,1.23,0.99
1.287140341,300,59,-37.5,1.23,-0.01
1.287140341,300,59,-37.5,1.23,0.51
1.287140341,300,59,-37.5,1.54,0.695174017
1.287140341,300,59,-37.5,1.23,1
1.287140341,300,59,-37.5,1.54,1
1.345441067,300,59,-37.5,0.26,0.265497708
1.287140341,300,59,-37.5,1.54,0.73
1.287140341,300,59,-37.5,1.54,0.7
1.287140341,300,59,-37.5,1.23,0.35
1.287140341,300,59,-37.5,1.23,0.22
1.287140341,300,59,-37.5,1.23,0.1
1.287140341,300,59,-37.5,1.23,0.82
1.287140341,300,59,-37.5,1.23,0.53
1.287140341,300,59,-37.5,1.54,0.35
1.287140341,300,59,-37.5,1.54,0.08
1.287140341,300,59,-37.5,1.23,0.26
1.287140341,300,59,-37.5,1.54,1
1.287140341,300,59,-37.5,1.54,0.92
1.287140341,300,59,-37.5,1.23,0.61
1.345441067,300,59,-37.5,0.26,-0.142643275
1.287140341,300,59,-37.5,1.54,1
1.287140341,300,59,-37.5,1.23,0.51
1.287140341,300,59,-37.5,1.23,0.34
1.287140341,300,59,-37.5,1.54,0.26
1.287140341,300,59,-37.5,1.23,0.81
1.287140341,300,59,-37.5,1.54,0.95
1.287140341,300,59,-37.5,1.54,0.449570657
1.287140341,300,59,-37.5,1.54,0.985409845
1.287140341,300,59,-37.5,1.23,0.95
1.287140341,300,59,-37.5,1.54,0.93
1.287140341,300,59,-37.5,1.23,0.38
1.287140341,300,59,-37.5,1.54,0.767003228
1.287140341,300,59,-37.5,1.54,0.22
1.287140341,300,59,-37.5,1.23,0.77
1.345441067,300,59,-37.5,0.26,0.348760784
1.287140341,300,59,-37.5,1.54,0.68
1.287140341,300,59,-37.5,1.23,0.86
1.287140341,300,59,-37.5,1.54,0.82
1.287140341,300,59,-37.5,1.23,0.65
1.287140341,300,59,-37.5,1.54,0.18
1.483774552,350,87,-15,3.897707231,0.571928817
1.483774552,350,87,-15,3.897707231,0.118184381
1.483774552,350,87,-15,3.897707231,0.09993913
1.483774552,350,87,-15,3.897707231,0.208666149
1.483774552,350,87,-15,3.897707231,0.352366641
1.483774552,350,87,-15,3.897707231,0.70956828
1.483774552,350,87,-15,3.897707231,0.088216337
1.483774552,350,87,-15,3.897707231,0.103463266
1.483774552,350,87,-15,3.897707231,0.410220911
1.483774552,350,87,-15,3.897707231,0.58206034
1.483774552,350,87,-15,3.897707231,0.61636986
1.483774552,350,87,-15,3.897707231,0.21898492
1.483774552,350,87,-15,3.897707231,0.301168674
1.483774552,350,87,-15,3.897707231,0.131540438
1.483774552,350,87,-15,3.897707231,0.194222821
1.483774552,350,87,-15,3.897707231,0.372443283
1.483774552,350,87,-15,3.897707231,0.034054184
1.483774552,350,87,-15,3.897707231,0.06708378
1.483774552,350,87,-15,3.897707231,0.150333898
1.483774552,350,87,-15,3.897707231,-0.125321389
1.483774552,350,87,-15,3.897707231,0.366649767
1.483774552,350,87,-15,3.897707231,0.311825379
1.483774552,350,87,-15,3.897707231,0.20218578
1.483774552,350,87,-15,3.897707231,0.223982782
1.483774552,350,87,-15,3.897707231,0.77698085
1.483774552,350,87,-15,3.897707231,-0.068900057
1.483774552,350,87,-15,3.897707231,0.093292236
1.483774552,350,87,-15,3.897707231,0.90904287
1.483774552,350,87,-15,3.897707231,0.161827445
1.483774552,350,87,-15,3.897707231,0.622875358
1.483774552,350,87,-15,3.897707231,0.455052752
1.483774552,350,87,-15,3.897707231,0.2362515
1.483774552,350,87,-15,3.897707231,0.60749089
1.483774552,350,87,-15,3.897707231,-0.073030285
1.483774552,350,87,-15,3.897707231,0.204283595
1.483774552,350,87,-15,3.897707231,0.279342113
1.483774552,350,87,-15,3.897707231,0.147147059
1.483774552,350,87,-15,3.897707231,0.360730915
1.483774552,350,87,-15,3.897707231,0.385047365
1.483774552,350,87,-15,3.897707231,0.040621798
1.483774552,350,87,-15,3.897707231,0.165699775
1.483774552,350,87,-15,3.897707231,0.154557437
1.483774552,350,87,-15,3.897707231,0.30440476
1.483774552,350,87,-15,3.897707231,0.223370997
1.483774552,350,87,-15,3.897707231,0.557178918
1.483774552,350,87,-15,3.897707231,0.762339326
1.483774552,350,87,-15,3.897707231,0.111121833
1.483774552,350,87,-15,3.897707231,0.040691673
1.483774552,350,87,-15,3.897707231,-0.034079922
1.483774552,350,87,-15,3.897707231,0.201819496
1.483774552,350,87,-15,3.897707231,0.127679769
1.483774552,350,87,-15,3.897707231,0.037032411
1.483774552,350,87,-15,3.897707231,-0.013438752
1.483774552,350,87,-15,3.897707231,0.094708718
1.483774552,350,87,-15,3.897707231,0.57932046
1.483774552,350,87,-15,3.897707231,0.029895677
1.483774552,350,87,-15,3.897707231,0.06449591
1.483774552,350,87,-15,3.897707231,0.215869222
1.483774552,350,87,-15,3.897707231,0.045734945
1.483774552,350,87,-15,3.897707231,0.055739687
1.483774552,350,87,-15,3.897707231,0.811486575
1.483774552,350,87,-15,3.897707231,0.185124354
1.483774552,350,87,-15,3.897707231,0.368108281
1.483774552,350,87,-15,3.897707231,0.066462015
1.483774552,350,87,-15,3.897707231,0.102763137
1.257242812,300,59,-37.5,0.42,-0.412649664
1.257242812,300,59,-37.5,0.42,-0.025146937
1.257242812,300,59,-37.5,0.42,-0.126867407
1.257242812,300,59,-37.5,0.42,-0.042897306
1.257242812,300,59,-37.5,0.42,-0.089165216
1.257242812,300,59,-37.5,0.42,-0.224746778
1.257242812,300,59,-37.5,0.42,-0.214762481
1.257242812,300,59,-37.5,0.42,0.145329209
1.257242812,300,59,-37.5,0.42,-0.101434897
1.257242812,300,59,-37.5,0.42,0.068420286
1.257242812,300,59,-37.5,0.42,-0.008591292
1.257242812,300,59,-37.5,0.42,-0.079196854
1.257242812,300,59,-37.5,0.42,0.25465643
1.257242812,300,59,-37.5,0.42,0.016061246
1.257242812,300,59,-37.5,0.42,0.005821604
1.257242812,300,59,-37.5,0.42,-0.056042433
1.257242812,300,59,-37.5,0.42,0.017893879
1.257242812,300,59,-37.5,0.42,0.229003585
1.257242812,300,59,-37.5,0.42,0.353383189
1.257242812,300,59,-37.5,0.42,0.148631736
1.257242812,300,59,-37.5,0.42,-0.070571684
1.257242812,300,59,-37.5,0.42,-0.000358294
1.257242812,300,59,-37.5,0.42,-0.239239068
1.257242812,300,59,-37.5,0.42,-0.117855842
1.257242812,300,59,-37.5,0.42,-0.014446313
1.257242812,300,59,-37.5,0.42,0.013567943
1.257242812,300,59,-37.5,0.42,-0.031168192
1.257242812,300,59,-37.5,0.42,-0.08444554
1.257242812,300,59,-37.5,0.42,-0.098423899
1.257242812,300,59,-37.5,0.42,0.116316355
1.257242812,300,59,-37.5,0.42,-0.194460582
1.257242812,300,59,-37.5,0.42,-0.078826682
1.257242812,300,59,-37.5,0.42,0.36404992
1.257242812,300,59,-37.5,0.42,0.349347581
1.257242812,300,59,-37.5,0.42,-0.150248486
1.257242812,300,59,-37.5,0.42,0.084501031
1.257242812,300,59,-37.5,0.42,0.445741585
1.257242812,300,59,-37.5,0.42,-0.036044637
1.257242812,300,59,-37.5,0.42,0.056599629
1.257242812,300,59,-37.5,0.42,0.189459374
1.257242812,300,59,-37.5,0.42,0.869273499
1.257242812,300,59,-37.5,0.42,0.045739307
1.257242812,300,59,-37.5,0.42,0.120676244
1.257242812,300,59,-37.5,0.42,-0.12249644
1.257242812,300,59,-37.5,0.42,0.180006687
1.257242812,300,59,-37.5,0.42,-0.088438251
1.257242812,300,59,-37.5,0.42,0.13261545
1.257242812,300,59,-37.5,0.42,-0.021490239
1.257242812,300,59,-37.5,0.42,-0.004894468
1.257242812,300,59,-37.5,0.42,0.002321034
1.257242812,300,59,-37.5,0.42,0.292597149
1.331732545,300,59,-37.5,0.85,0.510288342
1.331732545,300,59,-37.5,0.85,0.52356698
1.331732545,300,59,-37.5,0.85,0.378023339
1.331732545,300,59,-37.5,0.85,0.529621782
1.331732545,300,59,-37.5,0.85,0.986530896
1.331732545,300,59,-37.5,0.85,0.965517972
1.331732545,300,59,-37.5,0.85,0.318754956
1.331732545,300,59,-37.5,0.85,0.727700863
1.331732545,300,59,-37.5,0.85,0.549822568
1.331732545,300,59,-37.5,0.85,0.694988365
1.331732545,300,59,-37.5,0.85,0.678479599
1.331732545,300,59,-37.5,0.85,0.774383
1.331732545,300,59,-37.5,0.85,0.830896548
1.331732545,300,59,-37.5,0.85,0.99647851
1.331732545,300,59,-37.5,0.85,0.979451998
1.331732545,300,59,-37.5,0.85,0.179592152
1.331732545,300,59,-37.5,0.85,0.126280491
1.331732545,300,59,-37.5,0.85,0.594042465
1.331732545,300,59,-37.5,0.85,0.976395259
1.331732545,300,59,-37.5,0.85,0.382098638
1.331732545,300,59,-37.5,0.85,0.950872614
1.331732545,300,59,-37.5,0.85,0.754466862
1.331732545,300,59,-37.5,0.85,0.909121989
1.331732545,300,59,-37.5,0.85,0.970487252
1.331732545,300,59,-37.5,0.85,0.127853641
1.331732545,300,59,-37.5,0.85,0.50044192
1.331732545,300,59,-37.5,0.85,0.969860171
1.331732545,300,59,-37.5,0.85,0.98662467
1.331732545,300,59,-37.5,0.85,0.547820203
1.331732545,300,59,-37.5,0.85,0.877059212
1.331732545,300,59,-37.5,0.85,0.763178884
1.331732545,300,59,-37.5,0.85,0.533581131
1.331732545,300,59,-37.5,0.85,0.267505018
1.331732545,300,59,-37.5,0.85,0.405394545
1.331732545,300,59,-37.5,0.85,0.403812534
1.331732545,300,59,-37.5,0.85,0.738927723
1.331732545,300,59,-37.5,0.85,0.96883107
1.331732545,300,59,-37.5,0.85,0.641127677
1.331732545,300,59,-37.5,0.85,0.405080973
1.331732545,300,59,-37.5,0.85,0.606486643
1.331732545,300,59,-37.5,0.85,0.512472195
1.331732545,300,59,-37.5,0.85,0.404216835
1.331732545,300,59,-37.5,0.85,0.946770233
1.331732545,300,59,-37.5,0.85,0.150494801
1.331732545,300,59,-37.5,0.85,0.974900853
1.331732545,300,59,-37.5,0.85,0.998843345
1.331732545,300,59,-37.5,0.85,0.98067669
1.331732545,300,59,-37.5,0.85,0.992717918
1.331732545,300,59,-37.5,0.85,0.547311461
1.331732545,300,59,-37.5,0.85,0.242373974
1.331732545,300,59,-37.5,0.85,0.732207957
1.331732545,300,59,-37.5,0.85,0.898205923
1.331732545,300,59,-37.5,0.85,0.208835585
1.331732545,300,59,-37.5,0.85,0.183727841
1.331732545,300,59,-37.5,0.85,0.973361444
1.331732545,300,59,-37.5,0.85,0.726652606
1.406861831,350,87,-15,7.156084656,0.017119184
1.406861831,350,87,-15,7.156084656,0.038792698
1.406861831,350,87,-15,7.156084656,-0.164575264
1.406861831,350,87,-15,7.156084656,0.017769934
1.406861831,350,87,-15,7.156084656,0.061929574
1.406861831,350,87,-15,7.156084656,0.015115844
1.406861831,350,87,-15,7.156084656,0.023065512
1.406861831,350,87,-15,7.156084656,0.002814808
1.406861831,350,87,-15,7.156084656,0.013881364
1.406861831,350,87,-15,7.156084656,-0.107600083
1.406861831,350,87,-15,7.156084656,-0.095528866
1.406861831,350,87,-15,7.156084656,0.004390984
1.406861831,350,87,-15,7.156084656,0.155595422
1.406861831,350,87,-15,7.156084656,-0.002268059
1.406861831,350,87,-15,7.156084656,0.127702251
1.406861831,350,87,-15,7.156084656,-0.012138661
1.406861831,350,87,-15,7.156084656,0.012000892
1.406861831,350,87,-15,7.156084656,0.023489813
1.406861831,350,87,-15,7.156084656,-0.063554771
1.406861831,350,87,-15,7.156084656,0.009908644
1.406861831,350,87,-15,7.156084656,-0.011171117
1.406861831,350,87,-15,7.156084656,-0.131117905
1.406861831,350,87,-15,7.156084656,0.013412968
1.406861831,350,87,-15,7.156084656,0.023540487
1.406861831,350,87,-15,7.156084656,0.027998632
1.406861831,350,87,-15,7.156084656,0.005297224
1.406861831,350,87,-15,7.156084656,-0.038442895
1.406861831,350,87,-15,7.156084656,0.016000179
1.406861831,350,87,-15,7.156084656,0.007675728
1.406861831,350,87,-15,7.156084656,-0.047793682
1.406861831,350,87,-15,7.156084656,-0.030464582
1.406861831,350,87,-15,7.156084656,0.064226084
1.406861831,350,87,-15,7.156084656,-0.140539962
1.406861831,350,87,-15,7.156084656,-0.153234447
1.406861831,350,87,-15,7.156084656,0.016830335
1.406861831,350,87,-15,7.156084656,0.003279865
1.406861831,350,87,-15,7.156084656,0.062968815
1.406861831,350,87,-15,7.156084656,-0.023419201
1.406861831,350,87,-15,7.156084656,0.056349068
1.406861831,350,87,-15,7.156084656,0.011912118
1.406861831,350,87,-15,7.156084656,-0.033674223
1.406861831,350,87,-15,7.156084656,-0.004376159
1.406861831,350,87,-15,7.156084656,0.013617635
1.406861831,350,87,-15,7.156084656,0.003733442
1.406861831,350,87,-15,7.156084656,-0.013317564
1.406861831,350,87,-15,7.156084656,0.0095829
1.406861831,350,87,-15,7.156084656,-0.037649437
1.406861831,350,87,-15,7.156084656,-0.038359685
1.406861831,350,87,-15,7.156084656,0.072109096
1.548379465,350,87,-15,4.285714286,0.255622848
1.548379465,350,87,-15,4.285714286,0.355575264
1.548379465,350,87,-15,4.285714286,0.401867819
1.548379465,350,87,-15,4.285714286,-0.03104461
1.548379465,350,87,-15,4.285714286,0.08608733
1.548379465,350,87,-15,4.285714286,0.087115989
1.548379465,350,87,-15,4.285714286,0.211979483
1.548379465,350,87,-15,4.285714286,0.106913973
1.548379465,350,87,-15,4.285714286,0.055157913
1.548379465,350,87,-15,4.285714286,0.145458702
1.548379465,350,87,-15,4.285714286,0.021637266
1.548379465,350,87,-15,4.285714286,0.027945007
1.548379465,350,87,-15,4.285714286,0.145657873
1.548379465,350,87,-15,4.285714286,0.102996197
1.548379465,350,87,-15,4.285714286,0.018213227
1.548379465,350,87,-15,4.285714286,0.253612307
1.548379465,350,87,-15,4.285714286,0.06448193
1.548379465,350,87,-15,4.285714286,0.067059464
1.548379465,350,87,-15,4.285714286,0.022611656
1.548379465,350,87,-15,4.285714286,0.013437545
1.548379465,350,87,-15,4.285714286,0.042877238
1.548379465,350,87,-15,4.285714286,0.131596405
1.548379465,350,87,-15,4.285714286,0.452096535
1.548379465,350,87,-15,4.285714286,0.059440338
1.548379465,350,87,-15,4.285714286,0.096343845
1.548379465,350,87,-15,4.285714286,0.008995725
1.548379465,350,87,-15,4.285714286,0.118484294
1.548379465,350,87,-15,4.285714286,0.015158635
1.548379465,350,87,-15,4.285714286,0.093700882
1.548379465,350,87,-15,4.285714286,0.064143333
1.548379465,350,87,-15,4.285714286,0.040995839
1.548379465,350,87,-15,4.285714286,0.110284876
1.548379465,350,87,-15,4.285714286,0.025962417
1.548379465,350,87,-15,4.285714286,0.103002884
1.548379465,350,87,-15,4.285714286,0.030406703
1.548379465,350,87,-15,4.285714286,0.031712676
1.548379465,350,87,-15,4.285714286,0.143860446
1.548379465,350,87,-15,4.285714286,0.057967277
1.548379465,350,87,-15,4.285714286,0.03659654
1.548379465,350,87,-15,4.285714286,0.080083608
1.548379465,350,87,-15,4.285714286,0.108011675
1.548379465,350,87,-15,4.285714286,0.041593039
1.548379465,350,87,-15,4.285714286,0.003238255
1.548379465,350,87,-15,4.285714286,0.108329949
1.548379465,350,87,-15,4.285714286,0.022898416
1.548379465,350,87,-15,4.285714286,0.039392305
1.548379465,350,87,-15,4.285714286,0.032554117
1.548379465,350,87,-15,4.285714286,0.055367159
1.331319235,300,59,-37.5,0.27,0.938447599
1.331319235,300,59,-37.5,0.27,0.301500808
1.331319235,300,59,-37.5,0.27,0.261243479
1.331319235,300,59,-37.5,0.27,0.254770895
1.331319235,300,59,-37.5,0.27,0.192543676
1.331319235,300,59,-37.5,0.27,0.496692534
1.331319235,300,59,-37.5,0.27,0.407192065
1.331319235,300,59,-37.5,0.27,0.460431053
1.331319235,300,59,-37.5,0.27,0.456097264
1.331319235,300,59,-37.5,0.27,0.845151593
1.331319235,300,59,-37.5,0.27,0.382511539
1.331319235,300,59,-37.5,0.27,0.0741481
1.331319235,300,59,-37.5,0.27,0.586941064
1.331319235,300,59,-37.5,0.27,0.499642546
1.331319235,300,59,-37.5,0.27,0.528304291
1.331319235,300,59,-37.5,0.27,0.207042073
1.331319235,300,59,-37.5,0.27,0.534027808
1.331319235,300,59,-37.5,0.27,0.278896532
1.331319235,300,59,-37.5,0.27,0.307800812
1.331319235,300,59,-37.5,0.27,0.19859573
1.331319235,300,59,-37.5,0.27,0.367432175
1.331319235,300,59,-37.5,0.27,0.2733921
1.331319235,300,59,-37.5,0.27,0.46011253
1.331319235,300,59,-37.5,0.27,0.158362468
1.331319235,300,59,-37.5,0.27,0.745116106
1.331319235,300,59,-37.5,0.27,0.00940587
1.331319235,300,59,-37.5,0.27,0.554335327
1.331319235,300,59,-37.5,0.27,0.424014561
1.331319235,300,59,-37.5,0.27,0.351085148
1.331319235,300,59,-37.5,0.27,0.797339092
1.331319235,300,59,-37.5,0.27,0.209761437
1.331319235,300,59,-37.5,0.27,0.410214637
1.331319235,300,59,-37.5,0.27,0.24777306
1.331319235,300,59,-37.5,0.27,0.468861713
1.331319235,300,59,-37.5,0.27,-0.025183563
1.331319235,300,59,-37.5,0.27,0.400685943
1.331319235,300,59,-37.5,0.27,0.681837537
1.331319235,300,59,-37.5,0.27,0.56923122
1.331319235,300,59,-37.5,0.27,0.797292453
1.331319235,300,59,-37.5,0.27,0.411426164
1.331319235,300,59,-37.5,0.27,0.29418249
1.331319235,300,59,-37.5,0.27,0.267165062
1.331319235,300,59,-37.5,0.27,0.239897231
1.331319235,300,59,-37.5,0.27,0.609396027
1.331319235,300,59,-37.5,0.27,0.567119608
1.331319235,300,59,-37.5,0.27,0.811449489
1.331319235,300,59,-37.5,0.27,0.289898559
1.331319235,300,59,-37.5,0.27,0.611045562
1.331319235,300,59,-37.5,0.27,0.638306897
1.331319235,300,59,-37.5,0.27,0.353067219
1.331319235,300,59,-37.5,0.27,0.342709144
1.331319235,300,59,-37.5,0.27,0.235106744
1.331319235,300,59,-37.5,0.27,0.826338675
1.331319235,300,59,-37.5,0.27,0.438461726
1.331319235,300,59,-37.5,0.27,0.5960957
1.331319235,300,59,-37.5,0.27,0.868522048
1.331319235,300,59,-37.5,0.27,0.127306584
1.331319235,300,59,-37.5,0.27,0.590863567
1.331319235,300,59,-37.5,0.27,0.484293799
1.331319235,300,59,-37.5,0.27,0.517948625
1.331319235,300,59,-37.5,0.27,0.385181872
1.331319235,300,59,-37.5,0.27,0.466773935
1.331319235,300,59,-37.5,0.27,0.843286298
1.331319235,300,59,-37.5,0.27,0.041551135
1.331319235,300,59,-37.5,0.27,0.615315319
1.461373391,500,82,-1,4.065274141,-0.060515833
1.461373391,500,82,-1,4.065274141,0.595196021
1.461373391,500,82,-1,4.065274141,0.045226626
1.461373391,500,82,-1,4.065274141,0.137211012
1.461373391,500,82,-1,4.065274141,0.053072587
1.461373391,500,82,-1,4.065274141,0.774470934
1.461373391,500,82,-1,4.065274141,0.057538867
1.461373391,500,82,-1,4.065274141,0.089662848
1.461373391,500,82,-1,4.065274141,0.395383825
1.461373391,500,82,-1,4.065274141,0.141156175
1.461373391,500,82,-1,4.065274141,0.389814205
1.461373391,500,82,-1,4.065274141,0.001532653
1.461373391,500,82,-1,4.065274141,0.239911336
1.461373391,500,82,-1,4.065274141,-0.010460729
1.461373391,500,82,-1,4.065274141,0.078456817
1.461373391,500,82,-1,4.065274141,-0.012942859
1.461373391,500,82,-1,4.065274141,0.183854809
1.461373391,500,82,-1,4.065274141,0.098207166
1.461373391,500,82,-1,4.065274141,0.007090151
1.461373391,500,82,-1,4.065274141,0.079357759
1.461373391,500,82,-1,4.065274141,0.008369843
1.461373391,500,82,-1,4.065274141,0.083788866
1.461373391,500,82,-1,4.065274141,0.333674136
1.461373391,500,82,-1,4.065274141,0.131886295
1.461373391,500,82,-1,4.065274141,0.072815407
1.461373391,500,82,-1,4.065274141,0.040736426
1.461373391,500,82,-1,4.065274141,0.210893434
1.461373391,500,82,-1,4.065274141,0.2891903
1.461373391,500,82,-1,4.065274141,0.128221054
1.461373391,500,82,-1,4.065274141,0.091909906
1.461373391,500,82,-1,4.065274141,-0.033401717
1.461373391,500,82,-1,4.065274141,0.422423373
1.461373391,500,82,-1,4.065274141,-0.046974914
1.461373391,500,82,-1,4.065274141,-0.012439418
1.461373391,500,82,-1,4.065274141,0.045202146
1.461373391,500,82,-1,4.065274141,0.419001606
1.461373391,500,82,-1,4.065274141,0.122497856
1.461373391,500,82,-1,4.065274141,0.16044115
1.461373391,500,82,-1,4.065274141,0.049537262
1.461373391,500,82,-1,4.065274141,0.18242564
1.461373391,500,82,-1,4.065274141,0.352738902
1.461373391,500,82,-1,4.065274141,0.000705919
1.461373391,500,82,-1,4.065274141,0.00770725
1.461373391,500,82,-1,4.065274141,0.339111105
1.461373391,500,82,-1,4.065274141,0.140707303
1.461373391,500,82,-1,4.065274141,0.357157108
1.461373391,500,82,-1,4.065274141,0.082495866
1.461373391,500,82,-1,4.065274141,0.094363183
1.461373391,500,82,-1,4.065274141,0.13475474
1.461373391,500,82,-1,4.065274141,0.02776891
1.461373391,500,82,-1,4.065274141,0.08119019
1.371517398,350,87,-15,2.065696649,0.395386113
1.371517398,350,87,-15,2.065696649,0.43623403
1.371517398,350,87,-15,2.065696649,0.303852428
1.371517398,350,87,-15,2.065696649,0.183807206
1.371517398,350,87,-15,2.065696649,0.134810367
1.371517398,350,87,-15,2.065696649,0.005343036
1.371517398,350,87,-15,2.065696649,0.354756804
1.371517398,350,87,-15,2.065696649,0.66614386
1.371517398,350,87,-15,2.065696649,0.186531193
1.371517398,350,87,-15,2.065696649,0.361859935
1.371517398,350,87,-15,2.065696649,-0.067103728
1.371517398,350,87,-15,2.065696649,0.49409517
1.371517398,350,87,-15,2.065696649,0.739548123
1.371517398,350,87,-15,2.065696649,0.729267607
1.371517398,350,87,-15,2.065696649,0.111330432
1.371517398,350,87,-15,2.065696649,0.43228777
1.371517398,350,87,-15,2.065696649,0.119938099
1.371517398,350,87,-15,2.065696649,0.292086205
1.371517398,350,87,-15,2.065696649,-0.014911885
1.371517398,350,87,-15,2.065696649,-0.11497854
1.371517398,350,87,-15,2.065696649,0.417579754
1.371517398,350,87,-15,2.065696649,0.611426561
1.371517398,350,87,-15,2.065696649,-0.071423246
1.371517398,350,87,-15,2.065696649,0.045177815
1.371517398,350,87,-15,2.065696649,0.079500518
1.371517398,350,87,-15,2.065696649,0.339945411
1.371517398,350,87,-15,2.065696649,0.978355627
1.371517398,350,87,-15,2.065696649,-0.004319867
1.371517398,350,87,-15,2.065696649,0.570852889
1.371517398,350,87,-15,2.065696649,-0.025247812
1.371517398,350,87,-15,2.065696649,0.742422537
1.371517398,350,87,-15,2.065696649,0.079257618
1.371517398,350,87,-15,2.065696649,0.294673173
1.371517398,350,87,-15,2.065696649,0.035599119
1.371517398,350,87,-15,2.065696649,-0.032921307
1.371517398,350,87,-15,2.065696649,0.616764832
1.371517398,350,87,-15,2.065696649,0.4767442
1.371517398,350,87,-15,2.065696649,0.529796976
1.371517398,350,87,-15,2.065696649,-0.019846016
1.371517398,350,87,-15,2.065696649,0.933687504
1.371517398,350,87,-15,2.065696649,0.461805771
1.371517398,350,87,-15,2.065696649,0.046228973
1.371517398,350,87,-15,2.065696649,0.18999529
1.371517398,350,87,-15,2.065696649,0.433460832
1.371517398,350,87,-15,2.065696649,0.125625799
1.371517398,350,87,-15,2.065696649,0.727642606
1.371517398,350,87,-15,2.065696649,-0.045710554
1.371517398,350,87,-15,2.065696649,0.123584193
1.371517398,350,87,-15,2.065696649,0.937844545
1.371517398,350,87,-15,2.065696649,0.092584242
1.371517398,350,87,-15,2.065696649,0.966959131
1.371517398,350,87,-15,2.065696649,-0.009518413
1.371517398,350,87,-15,2.065696649,-0.133873122
1.371517398,350,87,-15,2.065696649,0.28355171
1.371517398,350,87,-15,2.065696649,0.145694037
1.371517398,350,87,-15,2.065696649,0.292890188
1.371517398,350,87,-15,2.065696649,0.340193144
1.371517398,350,87,-15,2.065696649,0.154527024
1.371517398,350,87,-15,2.065696649,0.914311958
1.371517398,350,87,-15,2.065696649,0.883728512
1.371517398,350,87,-15,2.065696649,0.867915447
1.371517398,350,87,-15,2.065696649,0.188989035
1.371517398,350,87,-15,2.065696649,0.103686414
1.371517398,350,87,-15,2.065696649,0.565330474
1.371517398,350,87,-15,2.065696649,-0.047174077
1.371517398,350,87,-15,2.065696649,-0.268716574
1.371517398,350,87,-15,2.065696649,0.250781684
1.371517398,350,87,-15,2.065696649,0.618991731
1.371517398,350,87,-15,2.065696649,0.597869197
1.371517398,350,87,-15,2.065696649,-0.019720981
1.371517398,350,87,-15,2.065696649,0.248538947
1.371517398,350,87,-15,2.065696649,0.013376356
1.371517398,350,87,-15,2.065696649,0.930525933
1.371517398,350,87,-15,2.065696649,0.417019365
1.371517398,350,87,-15,2.065696649,0.042596553
1.371517398,350,87,-15,2.065696649,0.438204471
1.371517398,350,87,-15,2.065696649,0.185777973
1.371517398,350,87,-15,2.065696649,0.388200322
1.371517398,350,87,-15,2.065696649,0.323709673
1.371517398,350,87,-15,2.065696649,0.89081608
1.371517398,350,87,-15,2.065696649,0.419467156
1.371517398,350,87,-15,2.065696649,0.297658789
1.371517398,350,87,-15,2.065696649,0.860965556
1.371517398,350,87,-15,2.065696649,0.452874698
1.371517398,350,87,-15,2.065696649,-0.079459797
1.371517398,350,87,-15,2.065696649,0.22238214
1.371517398,350,87,-15,2.065696649,0.690583206
1.371517398,350,87,-15,2.065696649,0.102381581
1.371517398,350,87,-15,2.065696649,0.301345158
1.371517398,350,87,-15,2.065696649,0.065992387
1.371517398,350,87,-15,2.065696649,0.542814455
1.371517398,350,87,-15,2.065696649,0.423891435
1.371517398,350,87,-15,2.065696649,0.282404842
1.371517398,350,87,-15,2.065696649,0.594632561
1.371517398,350,87,-15,2.065696649,0.15769497
1.371517398,350,87,-15,2.065696649,-0.072036337
1.554236373,350,87,-15,2.142857143,0.922229381
1.554236373,350,87,-15,2.142857143,0.045479527
1.554236373,350,87,-15,2.142857143,0.499027753
1.554236373,350,87,-15,2.142857143,0.004182454
1.554236373,350,87,-15,2.142857143,0.987966376
1.554236373,350,87,-15,2.142857143,-0.105627805
1.554236373,350,87,-15,2.142857143,0.640147985
1.554236373,350,87,-15,2.142857143,0.254401351
1.554236373,350,87,-15,2.142857143,0.03522751
1.554236373,350,87,-15,2.142857143,0.738420994
1.554236373,350,87,-15,2.142857143,-0.182729391
1.554236373,350,87,-15,2.142857143,0.994063223
1.554236373,350,87,-15,2.142857143,0.90698957
1.554236373,350,87,-15,2.142857143,0.069077882
1.554236373,350,87,-15,2.142857143,0.053985624
1.554236373,350,87,-15,2.142857143,0.231501301
1.554236373,350,87,-15,2.142857143,0.962511858
1.554236373,350,87,-15,2.142857143,-0.073683392
1.554236373,350,87,-15,2.142857143,-0.093498938
1.554236373,350,87,-15,2.142857143,0.17514138
1.554236373,350,87,-15,2.142857143,0.964261582
1.554236373,350,87,-15,2.142857143,0.963593026
1.554236373,350,87,-15,2.142857143,0.950422163
1.554236373,350,87,-15,2.142857143,-0.051236191
1.554236373,350,87,-15,2.142857143,0.402842881
1.554236373,350,87,-15,2.142857143,0.958379173
