Actual,Predicted
[0.05196588486433029],[0.19934093952178955]
[0.15559542179107666],[0.1988506317138672]
[0.03717239201068878],[0.5807932019233704]
[0.2800000011920929],[0.710311770439148]
[0.8741052150726318],[0.5818983316421509]
[0.9855878949165344],[0.5599658489227295]
[0.5520946383476257],[0.5356864929199219]
[0.7673299312591553],[0.5857352614402771]
[1.0],[0.7125584483146667]
[0.5],[0.7125584483146667]
[0.2618630826473236],[0.19910311698913574]
[0.8600000143051147],[0.6193937063217163]
[0.5016030669212341],[0.6193937063217163]
[-0.0731314942240715],[0.19910311698913574]
[0.5899999737739563],[0.710311770439148]
[0.9258204102516174],[0.6538420915603638]
[0.3499999940395355],[0.7125584483146667]
[0.39616987109184265],[0.5818983316421509]
[0.6846212148666382],[0.4591331481933594]
[0.2055925726890564],[0.5356864929199219]
[-0.10641194880008698],[0.19910311698913574]
[0.3199999928474426],[0.6193937063217163]
[0.9200000166893005],[0.6193937063217163]
[-0.053350724279880524],[0.19827991724014282]
[0.9784551858901978],[0.22600746154785156]
[-0.07815657556056976],[0.24314406514167786]
[0.931998074054718],[0.24078238010406494]
[0.8199999928474426],[0.6193937063217163]
[0.9200000166893005],[0.710311770439148]
[0.06733350455760956],[0.5857352614402771]
[0.7240922451019287],[0.6255704164505005]
[0.09470871835947037],[0.22174769639968872]
[0.4699999988079071],[0.7125584483146667]
[0.2266322672367096],[0.19934093952178955]
[0.7050101161003113],[0.5599658489227295]
[0.9308003187179565],[0.4591331481933594]
[0.06612719595432281],[0.19934093952178955]
[0.0368848592042923],[0.19927826523780823]
[0.27338889241218567],[0.6538420915603638]
[0.9399999976158142],[0.7125584483146667]
[0.9450392127037048],[0.19827991724014282]
[0.7099999785423279],[0.710311770439148]
[0.9599999785423279],[0.7125584483146667]
[0.2239827811717987],[0.22174769639968872]
[0.9900000095367432],[0.7125584483146667]
[0.9900000095367432],[0.7125584483146667]
[0.45291271805763245],[0.6538420915603638]
[0.11294984817504883],[0.19927483797073364]
[0.26543882489204407],[0.1990673840045929]
[0.9319331645965576],[0.6193937063217163]
[0.07745636999607086],[0.19927826523780823]
[0.3199999928474426],[0.6193937063217163]
[-0.1002863198518753],[0.5807932019233704]
[0.9390041828155518],[0.24314406514167786]
[0.28999999165534973],[0.6193937063217163]
[0.25999999046325684],[0.710311770439148]
[-0.019999999552965164],[0.6193937063217163]
[0.619028627872467],[0.24314406514167786]
[0.949999988079071],[0.7125584483146667]
[0.7099999785423279],[0.710311770439148]
[0.03714277967810631],[0.21599751710891724]
[0.9572936296463013],[0.5599658489227295]
[0.03659654036164284],[0.24136561155319214]
[0.012334723956882954],[0.2290370762348175]
[0.7300000190734863],[0.6193937063217163]
[0.8261466026306152],[0.5814944505691528]
[0.4000000059604645],[0.710311770439148]
[0.07356380671262741],[0.24314406514167786]
[0.5400000214576721],[0.710311770439148]
[-0.005420424975454807],[0.37562161684036255]
[0.2946731746196747],[0.253811776638031]
[0.3731602430343628],[0.19934093952178955]
[0.9768646359443665],[0.5599658489227295]
[0.6000000238418579],[0.7125584483146667]
[0.07131839543581009],[0.19934093952178955]
[0.9800000190734863],[0.6193937063217163]
[0.7487784624099731],[0.6255704164505005]
[0.8199999928474426],[0.7125584483146667]
[-0.022965392097830772],[0.3822733759880066]
[0.19579660892486572],[0.4148373603820801]
[1.0],[0.710311770439148]
[0.26845502853393555],[0.19827991724014282]
[0.8424128293991089],[0.22600746154785156]
[0.8500000238418579],[0.6193937063217163]
[0.8100000023841858],[0.6193937063217163]
[0.800000011920929],[0.7125584483146667]
[1.0],[0.6193937063217163]
[0.1276797652244568],[0.22174769639968872]
[0.5899999737739563],[0.7125584483146667]
[0.12999999523162842],[0.7125584483146667]
[-0.025040319189429283],[0.19934093952178955]
[0.9700000286102295],[0.710311770439148]
[0.7099999785423279],[0.7125584483146667]
[0.23000000417232513],[0.6193937063217163]
[0.10945672541856766],[0.2290370762348175]
[0.39397943019866943],[0.34963589906692505]
[0.8516950607299805],[0.23377618193626404]
[0.6440526247024536],[0.1990673840045929]
[0.1653617024421692],[0.37562161684036255]
[0.8349699378013611],[0.6255704164505005]
[-0.005483704153448343],[0.21599751710891724]
[0.021970562636852264],[0.44603145122528076]
[0.8633843064308167],[0.5599658489227295]
[0.6800000071525574],[0.710311770439148]
[0.17000000178813934],[0.6193937063217163]
[-0.10562780499458313],[0.24314406514167786]
[0.8308965563774109],[0.5828317403793335]
[-0.03613438829779625],[0.19927826523780823]
[0.0379583016037941],[0.19927483797073364]
[0.05398562550544739],[0.24314406514167786]
[0.5799999833106995],[0.6193937063217163]
[0.2199999988079071],[0.7125584483146667]
[0.15358301997184753],[0.4148373603820801]
[0.1939590871334076],[0.1990673840045929]
[0.45945435762405396],[0.19934093952178955]
[0.06842028349637985],[0.07899376004934311]
[0.14000000059604645],[0.6193937063217163]
[0.277934193611145],[0.5356864929199219]
[0.9700000286102295],[0.710311770439148]
[0.3078007996082306],[0.5828931927680969]
[0.8299999833106995],[0.710311770439148]
[0.1899999976158142],[0.710311770439148]
[0.2199999988079071],[0.710311770439148]
[0.6600000262260437],[0.7125584483146667]
[0.9852050542831421],[0.19910311698913574]
[0.024929925799369812],[0.24078238010406494]
[-0.2340986728668213],[0.19927826523780823]
[0.019099075347185135],[0.19927826523780823]
[0.3700000047683716],[0.6193937063217163]
[0.5046396851539612],[0.5818983316421509]
[0.6299999952316284],[0.7125584483146667]
[0.3700000047683716],[0.710311770439148]
[0.8100000023841858],[0.6193937063217163]
[0.5099999904632568],[0.6193937063217163]
[0.6899999976158142],[0.6193937063217163]
[0.5],[0.710311770439148]
[0.5400000214576721],[0.6193937063217163]
[0.5299999713897705],[0.6193937063217163]
[0.5381924510002136],[0.19827991724014282]
[-0.0477936826646328],[0.1988506317138672]
[0.9300000071525574],[0.6193937063217163]
[1.0],[0.6193937063217163]
[0.7670032382011414],[0.6193937063217163]
[0.9399999976158142],[0.710311770439148]
[0.33000001311302185],[0.710311770439148]
[0.946991503238678],[0.19934093952178955]
[0.38901180028915405],[0.2290370762348175]
[0.022611655294895172],[0.24136561155319214]
[0.045062895864248276],[0.330666720867157]
[0.18387116491794586],[0.5857352614402771]
[-0.09000810235738754],[-0.06324612349271774]
[0.4300000071525574],[0.710311770439148]
[1.0],[0.7125584483146667]
[0.6171225905418396],[0.4591331481933594]
[0.7799999713897705],[0.7125584483146667]
[1.0],[0.6193937063217163]
[0.7699999809265137],[0.710311770439148]
[0.14808957278728485],[0.5818983316421509]
[0.7389277219772339],[0.5828317403793335]
[0.5199999809265137],[0.710311770439148]
[-0.06619500368833542],[0.22600746154785156]
[0.27000001072883606],[0.7125584483146667]
[0.9700000286102295],[0.7125584483146667]
[0.9900000095367432],[0.6193937063217163]
[1.0],[0.710311770439148]
[0.7799999713897705],[0.710311770439148]
[0.7400000095367432],[0.710311770439148]
[0.9200000166893005],[0.6193937063217163]
[0.8899999856948853],[0.6193937063217163]
[0.337049663066864],[0.19910311698913574]
[0.1899999976158142],[0.710311770439148]
[0.5899999737739563],[0.7125584483146667]
[0.36000001430511475],[0.6193937063217163]
[0.9034162759780884],[0.6255704164505005]
[0.5098413825035095],[0.5857352614402771]
[0.03676079213619232],[0.3822733759880066]
[0.9897828102111816],[0.4591331481933594]
[-0.01111682876944542],[0.3822733759880066]
[0.5400000214576721],[0.7125584483146667]
[1.0],[0.6193937063217163]
[-0.04281089827418327],[0.22626405954360962]
[0.3799999952316284],[0.710311770439148]
[0.04038580134510994],[0.20496749877929688]
[0.07195992767810822],[0.4148373603820801]
[-0.07997635751962662],[0.34963589906692505]
[0.24668502807617188],[0.44603145122528076]
[0.8368925452232361],[0.6255704164505005]
[0.05391449108719826],[0.20496749877929688]
[1.0],[0.7125584483146667]
[0.2896367907524109],[0.37562161684036255]
[0.7187033891677856],[0.19934093952178955]
[0.9100000262260437],[0.6193937063217163]
[0.6100000143051147],[0.6193937063217163]
[0.1599999964237213],[0.6193937063217163]
[0.33000001311302185],[0.6193937063217163]
[0.9100000262260437],[0.6193937063217163]
[0.8862237930297852],[0.5857352614402771]
[-0.05819496512413025],[0.34963589906692505]
[0.8999999761581421],[0.710311770439148]
